踊り子,-0.4163087011494256
スパークル,-0.6260918000000001
陽はまた昇るから,-0.6601317540983608
X_Y_Z,-0.6171345505617977
3月の帰り道,-0.6496752089552238
トラボルタカスタム,- From THE FIRST TAKE (feat,-0.4617601879090908
すないぱー。,-0.31990975
Blue Spring (Sky Filter),-0.5117519880952379
これからのこと,-0.637000052702703
Have a nice day,-0.6032440000000001
ショック！,-0.739695705882353
イージーゲーム,-0.5718547301886795
モンロー,-0.42311839591836753
ヨワネハキ,-0.7168423866666664
Habit,-0.6081568540145984
Surges,-0.6900951019607847
Outta Time,-0.6561409446808508
夜撫でるメノウ,-0.479427901234568
Venus Line,-0.3653259460173913
ホワイトキス,-0.5649193908045975
自分革命,-0.5714706238095237
ASOBO,-0.41649655555555554
曖昧,-0.7642296874999993
タイミング 〜Timing〜,-0.38443802083333334
常緑,-0.5090924615384615
ブラザービート,-0.4987544583333331
可愛い君が愛おしい!,-0.3955096640000001
学園天国,-0.4994535108108108
「ぴえん」のうた,-0.6903184166666666
勝たんしか症候群,-0.3627560980392157
アオハル,-0.24623059130434788
レオ,-0.47859457536231903
だいあるのーと,-0.322991
陽キャJKに憧れる陰キャJKの歌,-0.44986455555555527
キャラクター,-0.5111141215686275
風信子,-0.6999661346153847
そよ風,-0.5839969508196721
接吻〜Kiss〜,-0.5887925047619049
インベーダーインベーダー,-0.6318012499999999
青のカナリア,-0.6419791578947369
カタコト,-0.6562744383561643
初心LOVE,-0.5702164124999999
逃避行,-0.6291902647058825
ロマンスの神様,-0.1666003857142857
PAKU,-0.577990584605263
#あくあ色ぱれっと,-0.48668737631578973
GAL (feat. Shake Pepper _ Yvngboi P) [Mixed],-0.41232472413793103
永遠,-0.5772359382716051
Let_s Get Eat (feat. KOTETSU),-0.5265515661386138
2022,-0.48292824390243894
だいしきゅーだいしゅき,-0.51568355
ナイトオンザプラネット,-0.6334991629032258
ケダモノのフレンズ,-0.7367098444444447
青春チョコレート,-0.2813839047619049
じゃあね、またね。,-0.6037897750000001
First Love,-0.5295378833333334
誰も知らない君を見せて,-0.8296406666666666
Doughnut,-0.5727372857142858
やってみよう,-0.5098023620689655
