踊り子,-36.21885700000003
スパークル,-40.695967
陽はまた昇るから,-40.26803700000001
X_Y_Z,-54.924974999999996
3月の帰り道,-43.52823899999999
トラボルタカスタム,- From THE FIRST TAKE (feat,-101.58724133999998
すないぱー。,-1.279639
Blue Spring (Sky Filter),-42.987166999999985
これからのこと,-47.13800390000002
Have a nice day,-40.41734800000001
ショック！,-37.724481000000004
イージーゲーム,-60.61660140000002
モンロー,-20.73280140000001
ヨワネハキ,-53.76317899999999
Habit,-83.31748899999998
Surges,-70.38970040000004
Outta Time,-30.838624399999986
夜撫でるメノウ,-38.83366000000001
Venus Line,-42.012483792000005
ホワイトキス,-49.147986999999986
自分革命,-48.0035324
ASOBO,-14.993875999999998
曖昧,-85.59372499999992
タイミング 〜Timing〜,-18.453025
常緑,-33.09101
ブラザービート,-41.89537449999998
可愛い君が愛おしい!,-29.663224800000005
学園天国,-18.4797799
「ぴえん」のうた,-8.283821
勝たんしか症候群,-18.500561
アオハル,-28.316518000000006
レオ,-33.02302570000001
だいあるのーと,-0.322991
陽キャJKに憧れる陰キャJKの歌,-48.58537199999997
キャラクター,-26.0668202
風信子,-36.398239000000004
そよ風,-35.623813999999996
接吻〜Kiss〜,-24.729285200000007
インベーダーインベーダー,-11.372422499999997
青のカナリア,-36.592812
カタコト,-47.908033999999994
初心LOVE,-50.179044299999994
逃避行,-21.392469000000002
ロマンスの神様,-12.8282297
PAKU,-43.927284429999986
#あくあ色ぱれっと,-36.98824060000002
GAL (feat. Shake Pepper _ Yvngboi P) [Mixed],-35.872251
永遠,-46.75611100000001
Let_s Get Eat (feat. KOTETSU),-53.18170817999999
2022,-39.60011599999999
だいしきゅーだいしゅき,-38.1605827
ナイトオンザプラネット,-39.2769481
ケダモノのフレンズ,-33.15194300000001
青春チョコレート,-11.818124000000005
じゃあね、またね。,-28.981909200000004
First Love,-31.772273000000002
誰も知らない君を見せて,-2.4889219999999996
Doughnut,-28.064127000000006
やってみよう,-29.568537
